reviews.rating,reviews.text
5,I decided to purchase this product to fit the containers purchased for Christmas and they only make my food saver containers better.
5,I purchased the 4-piece set and I am thrilled with the function and design. The sizes of the containers are perfect and adding the tray makes great storage for my fruits and vegetables.
5,Prior to have this 10 cup container a lot of my lettuce would go bad before I could use it all. I have only had it fro a couple of weeks but have already saved money.
5,Received these for Christmas. Used for Christmas leftovers and almost every day since. No problems with sealing or opening. Big fan of Foodsaver products. Cleaning takes a little longer than normal food storage containers but it is time we'll spent. Watch for sales for greater value.
5,"I bought these about a month ago. I love these items. I buy in bulk, so Food Saver saves me money. I am a household of 1, so when I cook, I cook more than 1 serving. With Food Saver, I can save the other servings for another dinner. I have owned a Food Saver and accessories for at least 20 years."
5,I have used the FoodSaver bags off and on for years now and always wished there was a reusable container for the freezer. I love these new options. I buy lots of frozen fruit and veggies that turn to ice fairly quickly if left in their original packaging. The vacuum seal bags kept the ice off but tended to mash delicate things like berries together. These containers are perfect for them. I have had fresh picked blueberries in 1 for about 2 - 3 months and there is no ice buildup and no problems with the seal. I also love that I'm not throwing away as much plastic! I will definitely be buying more of these!
5,Love these! Great tight seal. I sealed lemon wedges and they were still as fresh as the day I sealed them day after day until I used them all after 5 days. Wish they would make the storage canisters out of this material.
5,"I love these storage containers. They definitely keep food fresh for much longer than any other container I have owned to store produce items and cooked items in the refrigerator. They will be great in the freezer, as well. I like that fresh berries last for more than a few days. the largest keeps lettuce very fresh and crisp. Easy to use with the Food Saver appliance. I use these every day. As an added bonus, they resist stains!!!"
5,I now have every size really use the small one the most. I even put a sharpie black dot on the edge that seems to hold best of the lid body. I've had whole jalepinos for approx 3 wks and no mold or softening thus far. Love them.
5,Dishwasher safe and the vacuum indicator are 2 extremely valuable upgrades to the vacuum canisters.
5,I plan on buying another set when I can get the money.
5,I am amazed! My grocery bill has gone down about 20 when using these. My food stays fresh so much longer. I wish I had gotten these sooner.
5,All the FoodSaver products I have purchased are great. I love the bags and now these containers. Thanks much!
5,"keeping the air out of my peppers, shrooms spinach makes them last so much longer"
5,"I bought them because of the sale price, but I love having containers that actually keep food fresh. I was able to cut up fruit the day before so it was all ready for breakfast with company."
5,"I bought this containers about 2 months ago ,and I am happy I did ,with just my husband and I I wanted our produce to last longer and it sure does keep veggies fresh longer , I bought 3 sets so I use them for everything, I'll write another review with a picture in a month when I buy my new frig."
5,"All the reviews sum it up: thicker plastic, user friendly in stacking (empty or full), square size design, doesn't retain color/odor of food, good quality of plastic, improved gasket on lids, improved device/mechanism on lid top for sealing/vacuuming, from counter top to frig or freezer, dishwasher safe, smooth plastic finish, info on bottom (cup size etc.), bigger/larger designed 10 cup size more suitable to storing larger size loafs of bread,and many more improvements from previous containers. I bought 6/7 of each size and use everyone of them for something (dry/wet items). The BIGGEST improvement is the BUBBLE/SEAL on top to indicate a seal. You just check the bubble and that's IT. So simple. They are worth the extra ., you'll get your moneys worth every time you use them, and they are just F-A-N-S-A-T-I-C. Very highly recommended."
5,Bought two sets to replace some older containers. These are vfery high quality and durable. HIghly recommended
5,"Although I haven't had these very long, it seems I can already tell the difference in the length of time that the food stays fresh in these vs. regular food containers. I got the largest one specifically for storing salad greens, as i get so tired of throwing away half a container of salad that has gone bad before i get it eaten! So far, I'm not disappointed, and the salad still appears to be very fresh - even after a week or so. That's a big savings to me. I was a little disappointed that the little green grate didn't come with had to be ordered separately, but i still give it 5 stars for product design, durability, and function."
5,"We bought these a month ago and are very happy with the results. We notice right off how much fresher our fruit and vegs. are, and how long they keep. It was good buy, as before we dump so much food that spoil on us."
5,SURE HOLDS VACUUM LONGER THAN THE MARINATOR. LOVE IT
5,"i got 3 other containers that hold a good amount, but they all have a crack in them and i like them the best. they should be guaranteed."
5,I bought food saver and containers over 5 months ago and I really love this appliance. I have save about 150.00 in groceries since I purchased this system.
5,"Great for what they are designed for. My wife thinks I'm nuts for buying them, but they do keep the bugs out and our coffee beans do retain their glossy, flavor coating. What I don't like are the zipper bags. Bought a bunch because I saw the reuseability function - but they will not keep a vacuum the second time around. I thought that was what they were designed for, but . . . . . the manufacturer wrote to me and said they were only intended to be used once. A direct quote from FoodSaver (JCS Customer Service), The zipper bags are resealable for every day use, however we do not recommend that they be washed and reused because it might compromise the ability to create a proper vacuum. Go figure."
5,"I have been using this since I purchased it and am truly amazed how fresh my produce is staying. I currently have celery in it, but I have to say that you should also invest in the produce tray as I did. Keeps the produce up from the container to keep air circulating. Love all my containers."
5,I purchased a number of food saver containers because I was tired throwing my hard earned in the trash. So far I am extremely pleased with the shelf life of the vegetables I've placed in them. Previously I only froze items so this is new to me.
5,I purchase a few weeks ago and have used repeatedly. Love them. Much better than standard plastic ware.
5,"We love these so far. Kept lettuce, strawberries so fresh,"
5,I make extra with the Slow Cooker and use the container to store the left overs.
5,It keeps fruits and vegetables much longer and is so easy to use.
5,"I ordered this set plus extras a while back. What a wonderful find. I can tell the suction on the containers works great. Salad , fresh veggies., and fruit are lasting much longer. I was having a time with the salad greens going bad in a few days of opening the bag but it has been over a week and looking GOOD!"
5,I bought this about 2 months ago. Really like putting leftover food in bags and containers to save for a later meal.
5,I use the largest container to keep my celery. I lop off the bottom or top to fit. It keeps the celery so beautiful crisp. Tnx!
5,"In spite of the fact that I have had a FoodSaver for years, when I bought a new one, I was introduced to the Fresh Containers. I LOVE THEM!! They keep food fresher longer, are easy to use, easy to clean. Eventually, every storage container I have will be a Fresh Container!"
5,"I would give these containers a 5 star rating overall. I have found myself storing products in these containers that I normally would not. Lunch meat is amazing several days longer than normal which will save my family money because I'll be able to buy more in bulk. I love not having to add any water to my stored prepped vegetables. Normally I have to add a little, I always thought it was normal, but with these containers I didn't have to. None of the moisture escaped and no fridge flavors snuck in. I used the 10 cup storage container for my prepped vegetables and loved the fact that on Sunday I was able to prep for the entire week and they were still in fantastic shape and flavor after that full week. I used the 5 cup for my long grain white rice and after being stored in the pantry I was amazed by the freshness that was apparent from the big aroma of rice that hit me when I opened the container. I have enjoyed the ease of use and how stackable they are. Amazing for storage and being stored. I was able to try this product for free and very thrilled that I had this experience. I definitely need to get more of these containers. Fabulously fresh food and easy organization. Five star all the way! This review was collected as part of a promotion."
5,"These new design of containers are the best ever, and knowing they have kept the seal reduces waste from old design."
5,Love that I can by salad again and it's not bad in 2 days
5,My bagged salad now lasts 7 days without wilting. We buy bagged salad and it now lasts 7 days without any signs of wilting.
5,So easy to use keeps cucumbers and peppers fresh for almost 3 weeks. I've purchased 2 sets so I always have them on hand. I highly recommend
5,"I'm sold on this product. I now have purchased 6 pieces ready to order more. I found for some reason I get a good seal the first time when certain corners are placed together. (This is probably just a mental thing) lol , so I put a black dot on a corner for both top bottom. I've found that wiping built up moisture on some things (jalapeos) off every week, they stay even fresher longer."
5,"I bought this set over a month ago. Really keeps veges, salads, etc. much longer then any other way of storing I have tried. Love that I don't have to cut up more salad every couple of days. By using these containers easly keeps for the week even though I open, close and re-vacuum seal them several times."
5,"My wife and I are the only two people in our house. We were throwing away more than 25 of our food and leftovers because we could not eat them fast enough. We bought two sets of the FoodSaver Fresh Containers and now we throw nothing away. Herbs, berries, fruits and vegetables stay crisp and fresh for literally weeks instead of being limp and useless after two days. Along with the reusable vacuum bags, we have a terrific system. The accessory vacuum hose is in daily use at our house now. The entire system and the containers have already paid for themselves."
5,"My containers arrived right before I left on an extended vacation the beginning of the summer, so I had to wait to use them... bummer! I have just these last 2 weeks been able to start using them, and 3 containers are in use right now! I was frustrated with the design at first until I realized you REALLY had to press hard to close the lids so they would vacuum properly. Once I saw the little button on the lid sink in, I knew I was in business! (You'll know what I mean when you use yours for the first time!) And the way the accessory locks onto the lid is so much better than the old smaller containers. This product really ROCKS!!"
5,I found these containers to be very useful. They seal so easy with no problem and hold the vacuum seal until you use the contents. Very easy to use with my food server. Easy to clean.
5,these dishes are great and the visual indicator for the vacuum is great.
5,These seal much better than the older version and are well designed.
5,"I bought these 3 months ago and absolutely love them. I can now have my fresh fruit last longer. Strawberries and Raspberries last 3 weeks (or until I used them all). That was so great since they usually last maybe 1 week before they would mold. Celery, carrots and lettuce all stay fresh. I loved them so much I bought a set for my daughter. Like me she cannot see herself not using them. I no longer have to throw produce out. I have used FoodSavers for many years and have saved money. Thank you for another great product. A little pricy but will save that much 10 times over because of the food I will not be throwing away."
5,"I really like these you can cut up a salad and separate them for a week and they stay fresh, love them!"
5,"I bought these a month ago and have had the time to use them and get used to them. I had one lid that was not holding the seal. I tested the lid by switching it with another container -- it was the lid. I removed the value (watch the video) and now that lid is working fine. I bought these containers primarily for lettuce because that is the one fresh food item that frequently spoiled. I love the 10-cup for lettuce. My husband doesn't like how hard they are to open but he's getting used to it. I use these containers for strawberries, blueberries, baby carrots and the produce does stay fresher."
5,Absolutely awesome products but they should also have the green bottoms included even if it raises the price. No sense in having one without the other.
5,I ordered 2. Love them for coldcuts and cheeses...nice seal system maintains the vacuum.
5,"I have been using these for a little while now. They seal well, stay sealed and keep food crisp. I have been using them for fruits like watermelon and grapes so far. The green grapes were crispy just like the day I bought them. The watermelon did not age like it would have if I had put it in anything else. I release the air, wait a couple of seconds and release the air again (especially with the big one) that make the lid much easier to get off. I like these and hope they last for a long time."
5,"I added this to my growing number of Foodsaver containers a couple of weeks ago and it exceeded my high expectations. The new containers seem sturdier than my previous ones. With only two of us, berries especially get soft and are thrown out. With the first use and filling it to the max with strawberries, not one was discarded. With daily use and resealing after each use, the berries stayed firm. Green beans did just as well. My 5 cup container does just as well with blueberries or anything else I have tried. I will be purchasing more for my weekly Farmer's Market purchases.They will pay for themselves in a short time."
5,I bought these a month ago and am pleased with their quality and how fresh they keep even berries! I'm am tossing less fruits and veggies because of these.
5,"Works as I thought, keeps food longer in the refrigerator and we are happy with them."
5,"I'm tired of throwing out food, and I saw the foodsaver on an infomercial. I'm single and it is hard to cook for one. I love chili but not every day so I can eat what I want and use the foodsaver to store the rest till I want it again. I would recommed to a friend."
5,I have only used the container for fresh strawberries. I am disappointed that the green tray was not included. Why Tupperware would never do that........ So what I do is put a piece of folded up paper towel in the bottom in place of the tray. Seems to work okay. M.
5,I find the container is great for fresh fruit preserves them easy storage.
5,I purchased this to freeze asparagus from my garden. It is the perfect size and would highly recommend it
5,I bought these to keep my salad items fresh. Can prep a weeks worth of items without worrying about them spoiling. Definitely makes salad making easier!
5,"This time of the year we really enjoy salads and thanks to FoodSaver Fresh Containers, we can now keep fresh cucumbers an extra couple of weeks and Iceburg lettece for about the same time in the refrigerator. Now we can buy in bulk and save money!"
5,Use it for my salad items. Stays fresh all week so salad is like I just go it.
5,I live by myself and in the past had to throw food out because I could not eat it all before it went bad. Now I don't throw anything out because of products from Food Saver. Great product!
5,"We now have nearly a dozen of these containers in various sizes and, thus far, have found them to be far, far superior to the round canisters. The stackability of these containers is quite handy, and the vacuum/no-vacuum indicator button is a wonderful addition, resulting in a generally quick indication in the event that a container has lost its seal. The above notwithstanding, we have had an occasional, albeit quite rare, sealing issue with these containers, all of which were quickly rectified by disassembling the vacuum port on the lid, including removing and cleaning the rubber seal valve itself. All in all, we are as highly satisfied with these containers as we were highly disappointed with the constantly cracking round canisters."
5,"I cut up strawberries they were still firm and fresh as the same day I cut them a week later, wow !!"
5,"I L-U-V the new 3 cup. The reviews (by FS) say IT ALL. New, refreshing, a USER (very much welcome on this end) friendly design. New and improved design (top lid) of button for sealing/vacuuming. Crack, shatter , stain odor resistant. Dishwater, microwave, and freezer safe. Stacks full or empty. Clear plastic for transparency to view contents. New produce traps (interchangeable between 3,5, 8 c/c) allow one to store produce. Newly designed gasket on top lid. They must BE GOOD/IMPROVED because the supply could not keep up with the demand. I was ecstatic when you could once again order the size (includ 5 cup acc. hose) and where no longer greeted with OUT OF STOCK, NOT AVAILABLE (eeyesss/yeahhhh!!!!). VERY HIGHLY RECOMMENDED."
5,"Just like all food saver products,they are great.Thanks"
5,reusable and great price. can be used for anything
5,I am new to this product and i love it i kinda went crazy buying all this but it wroth every bit of it. thank you
5,I am so pleased to have purchased these containers! I feel so good about not wasting anymore food! I wish I had done this years ago!
5,These containers are excellent for storage. I would recommend the Food Saver over any other brand on the market.
5,"I've been a FoodSaver patron for years and years. I am on my 4th sealer (upgrading) and love the machine, the bags, the savings. But I've seen things like these containers before and haven't been happy in the past. I reluctantly decided to give it a go. I am so impressed. They do just what they promise. My shelf life of vegetables has doubled or tripled in some cases. This is a huge savings for my wife and myself as it is just the two of us and we just can't use up the produce fast enough sometimes. I've already ordered a second set and some individual pieces. I know what I am going to be giving for Christmas this year to some of my FoodSaver friends."
5,I got this set as a gift. They are terrific. Keeps my vegetables so fresh. I am no longer having to throw out my fruits and vegetables. Saves me so much money and so easy to use. I highly recommend
5,"I love these containers. They seal so well I had to have my husband open one. As a produce farmer he pulled out the green pepper broke it heard the fresh snap as he did and asked me how old it was. I commented on this was a test of freshness and the pepper had been in the container for 3 weeks. He was more impressed than I was since I use these on a daily basis. Being a household of 2 I needed something that would keep my cheese, sour cream, salsa etc and found the containers perfect for all of it. Love the small round one for sour cream for sure. Actually I love them all. I use my bags for freezing. I have a hand held at work and home. I am a FoodSavor junkie."
5,Have been using these for month or so and they keep fresh greens and fruits very fresh. Easy to use and stack well in my small fridge..
5,I bought a set last month and already impressed with them. I put my celery in one and 3 weeks it is still fresh. I love them as much as I love my Food Saver machine.
5,I purchased these and they were so great that I had to order another set for all my food saving needs
5,These containers keep fruit more fresh than I can believe!
5,I love the storage sizes. Store easily and I use them for everything from lunch to leftovers
5,"I bought this specifically for the fresh fruit and vegetables of summer. I was tired of the fruit going bad before we could eat it, or the vegetables loose their crispness. I have not been disappointed! Currently I have blueberries, raspberries and blackberries in containers as well as cauliflower, carrots, radishes and green peppers. Highly recommend to others. I have two sets now and my refrigerator has never been so organized.......my husband loves it!"
5,"After a little difficulty on how to seal these, I really like the crisp lettuce, peppers, etc. I am able to keep well over a week. Glad I purchased."
5,"I have bought a few of these dishes, My husband and I both just love them. They seal up great...Keeps foods fresh, I make meals up ahead of time and freeze them...I also make up some single portions and freeze. So easy to use. I would highly recommend Foodsaver dishes and their Foodsaver Vacuum sealer / bags. We have saved tons of money after buying our first Food Saver Vacuum sealer."
5,"I bought them to freeze servings of dinner to bring to work. I am very happy with how well they work! I like to make my own frozen dinners rather than buy store bought frozen meals, and foodsaver products have been worth every penny!"
5,I love the new size of the 5 cup container. It is very sturdy I love that I got it just in time for berry season!
5,"We bought this set a month ago, and absolutely love them. Foods stay fresh longer, color remain bright, and maintains nutrients . We liked them so much we purchased five more containers two 8 cup, two 5 cups and one 3 cup. Use them constantly. Great product"
5,I purchased these while on sale. I've put strawberries in them and they stayed fresh
5,"Wish they came in more sizes! Can see contents, sturdy, stack-able. Would love to replace ALL my storage containers w/these."
5,These are just the right size for most leftovers that we have and are great for keeping them fresh
5,"I love these containers! So convenient and versital, and clean-up is a breeze! I use them daily!"
5,"Overall we love them! It did take us a while to remember to use them in the fridge, but the results are dramatic it the shelf-life of fruit, produce, and even leftovers. We are ordering more."
5,"Perfect for storing spinach, carrots, cheese, lunch meat etc."
5,Love my food saver keeps fruit a long time I have an autistic grandson who loves strawberries and comes here after school when I bought it the sale was buy 1 get 1 free so I got 2 sets
5,"I bought this to store veggies that are shaped like celery, asparagus...etc... and as expected it works great. Thanks for the quality products."
5,Better than Rubbermaid. Why does the review have to be so long
5,These containers keep my fruit fresh for weeks. I love them.
5,"I bought this set thinking maybe I'd get an extra few days out of my produce. To my surprise and delight, I'm getting an extra week or two!!! This is especially good because I'm on a limited income - No more moldy berries and mushy fruits and veggies! The money I've saved in 1) have produce I can use, and 2) not having to buy again the next shopping trip has paid for the container already, and I've only had them for about 2 months!! SCORE!"
5,"I threw away all other containers that I was using to store left over food when I received my shipment of FoodSaver containers. Most of that food ended up just getting thrown away because it just didn't keep very well. These FoodSaver containers work wonderfully sealed or not. There are some foods that shouldn't be sealed because of tha natural release of gases so for those things I still use the FreshSaver containers, I just don't vacuum seal them. Food tastes as fresh as the day it was made. These containers are also stain resistant so much more so that other containers I have had.... Any time I have stored stainable food (like chili or spaghetti sauce) the containers have become stained. Not these!! It comes right off with no problems and I don't have a dishwasher to help me...."
5,"There are only two of us. I feel so relieved that we can purchase food items, such as quality meats on sale in large packages for us. It is easy to package. Plus the packages are so clear in the freezer, there is no question of what type of meat it is...no freezer frost or burns. We love it!"
5,I have used this several times. It keeps your food fresh longer
5,We bought them about a month ago and they work as advertised. My hard boiled eggs taste as good on the 5th day as the first.
5,its great saved money getting it this way on the 4 items
5,"I bought this earlier this summer because I was getting fresh lettuce regularly. Lettuce lasted only a day or so in my refrigerator. Storing it in the 10 cup container has kept it very crisp for weeks now. Every day I have crisp, tasty lettuce."
5,These containers are awesome. First time I have tried these and I love them. Don't wait like I did. Get them now. They will save you a lot of money on spoilage. They did in our house
5,"I am so hooked on this new FoodSaver product line and have gotten my son hooked, also. This is a great size for celery, carrots, parsnips and I eve put salad in it - fits perfectly on the fridge shelf. Things seem to last weeks in these containers. Thank you for such a great product."
5,These containers are of the highest quality!!!!!!!
5,"Bought a few mos ago. Set for each, my friend me. Like that I can use handy seal or machine to vacuum/seal. Helpful see through feature. I froze layers of three different freshly steamed veggies."
5,I had purchased these before so I took advantage of the Food saver sale. These are great. They keep food and produce fresher much longer than the other container. They have kept their seal consistently. I really like that the stack both when filled and empty. Highly recommended. The only thing I don't like is that you have to buy the produce inserts separately.
5,This is the second of this size I have purchased. Very versatile and hold vacuum perfectly.
5,This product is the best at keeping fresh vegetables fresh. I was unsure but bought to try and I am surprised how long and fresh the items have stayed. Another excellent product by Food Saver
5,I bought these FoodSaver Fresh containers last month and they have exceeded my expectations. Love fresh spinach and over 2 weeks in the container and still fresh and great for salads like the day I bought the bag. Same with mixed greens: no more wasted salad fixings in my house. The containers work wonferfully with my V4880 series accessory vacuum pump. Love the machine and now these containers: no more wasted fresh produce.
5,"Loves these. Bought six. I use them for traveling with salads. I used to use mason jars with the jar sealer attachment. That worked pretty good, but meant traveling with glass, and jars are hard to eat out of. With these containers, I've had salads stay fresh for 7 days. These containers seal much easier and faster than the jars. They NEVER lose their seal (mason jars sometimes did, especially when changing elevations). I sealed all of them with and without food to test. I simply could not pull them apart. They are very easy to eat out of and much easier to wash. I love that they are stackable also. The one and only downside is that they take up much more room in a fridge or cooler than a mason jar does. But they hold more also."
5,I have been buying fresh salad which would start to wilt after only a couple of days in the frig. This new Fresh Container kept my salad fresh for a solid 2 weeks after opening and sealing several times.
5,"We have had these for about a month and we always have fresh salad items on hand and available in the refrigerator. These containers stack well in the fridge, seal beautifully, and keeps our fresh vegetables fresh for a long time. I am so happy we purchased these containers. It has saved us from continuously have to go to the store to freshen our salads. Such a good buy as they are sturdy and strong. I would recommend these to anyone who wants a good investment."
5,We love this container. With the additional tray our produce stays nice and crisp for several days. The moisture seeps to the bottom and the food sits above it so it stays crisp and fresh. I especially like putting leftover salad in these containers. No more soggy salad. And I love the button that sucks in when the vacuum is done. It let's me know I've done everything correctly and my food will be fresh. Great sturdy product!
5,"Easy to use, good size. I use it to freeze hamburger rolls--they taste fresh after a month."
5,Salad greens tend to go bad rather quickly. I took a chance that this would keep them fresh for longer than a few days. I actually had fresh salad greens for just over a week. I might buy a second one sometime in the near future.
5,I am finding these containers to be very sturdy and reliable. They have not lost their vacuum. The lids are quite difficult to remove so I use the handle of a pair of scissors to pry the lid off. But anything would work as the plastic is strong enough to be pried apart.
5,Keeps vegetables fresh and crisp over a week.. saves me money too
5,They work soooo much better than the original containers (who don't hold the vacuum)
5,"I live alone and was throwing out a large amount of food. With these containers my lettuce, cheese, fruits and vegetables last a LOT longer. Just remember if it won't seal you have not pushed down around the lid. I am very happy with the product. So happy I ordered another set!"
5,"The NEW FoodSaver 8 cup Fresh Container has not made it into my cabinet. I'm finding myself continuously placing something else in it. I'm to the point where I'm wishing I had another one. I placed strawberries in it on Valentines day and the stayed fresh and very firm until almost St. Patrick's day. I love to keep spinach in the NEW FoodSaver Fresh Containers as they keep it for weeks from getting all slimy. Love these products, well worth the money!"
5,"Purchased some of these containers and they're fabulous. Seal perfectly and much better than previous containers you've sold. Only thing that doesn't seal at all are homemade cookies and don't know exactly why that is. But even so, just putting the lid on securely keeps the cookies fresher than anything else I've tried."
5,"This is the 2nd set I have bought. It has so many great uses 4 just wasn't enough! I have used it for things like cookies, cupcakes, bread, cottage cheese, the uses are endless since you can use it for items on the counter, in the refrigerator and in the freezer! I read a review once when someone commented that they were replacing all their containers with these FoodSaver containers and I can certainly see why! There is just no comparison. The amount of food we didn't have to throw away is worth many times the cost of this set. We even had hamburger buns that stayed fresh for about a month in one of these containers. I will probably be one of those that also wants to replace all my containers with these. They're wonderful and a great investment if you're looking to preserve your food longer and have it stay fresher!"
5,These products are outstanding. I have been able to keep vegetables for two to three weeks.
5,I bought these for the wife She loves them Thanks you for making a great product This review was collected as part of a promotion.
5,"Bought the food saver for lady I live with, then got 3 sets of the four containers they are great for left overs and keep fruit fresh for allot longer time than tupperware"
5,my salads use to only last 1 week now they last 2 or more weeks everything stays fresh
5,I love this product and believe everyone in the United States should have one. I purchased one for my daughter and will purchase one for my good friend
5,"I have 3 sets and use them regularly. I had trouble getting them to close at first but it is all working great. Spinach and greens have been in fridge for 2 wks , strawberries 3.5 wks. I would definitely recommend to friends."
5,I live 35 miles from a grocery store and have always had a hard time keeing fresh veggies. Now even lettuce stays fresh and crisp from week to week. I will definitely be ordering more. They are also great for lunch meats.
5,The FoodSaver Container Set meets my continued high expectations. It's very useful and easy to use. I really like the fact that I can put it in the dishwasher
5,I can't tell you how much lettuce and fruit I have thrown out in the past due to it going bad. These containers have greatly extended the freshness of our produce. We use our system multiple times per day for a variety of things in bags as well. It has saved us a fortune!
5,I really like these produce trays. They fit perfectly inside the storage containers. So handy to use to keep the food moist.
5,"This keeps food fresh for so long, it is reliable for easy sealing. Fresh containers stack neatly in the refrigerator. I bought it when it was 20 off and has been my best investment! I actually look forward to finding things to use it for. Highly recommended!"
5,"It does what it is designed to do, keeps the veggies out of any moisture on the bottom of the container. Air causes the spoilage of anything but so does moisture. If you must wash the item before you store it, dry them off as much as you can. A spinner will do the job faster. Dry'em, vaccume and you are good to go! I don't know why FS doesn't charge a few bucks more and include the trays with the containers."
5,I've gotten several of the Fresh containers in various sizes. They keep food fresh so much longer. Good investment!
5,These containers work great. I picked marionberries a month ago and they have stayed fresh and ready to eat . Usually the berries start to get moldy after a few days!
5,I purchased two sets of these just within the past month. I use them constantly to keep various foods fresh and mold free. They are excellent products and keep foods longer. Will definitely be purchasing more in the future.
5,These are the best containers. They are made very well and they are dishwasher safe.
5,I love the new containers. They seal well and food stays fresh. Just keeps getting better!!
5,"Improved features such as better quality (durability) plastic,transparency, sealing/vacuuming button, order-free/non-staining plastic, top lid gasket, more user friendly (button dimension of 3,5,8 are uniform), when empty (3,5,8) can be stacked in any combination, refrigerator/freezer (and vice versa) and heat, and many more. The website photo(s) (in my opinion) are misleading to me. In reality I'm able to store MORE due to the improved design/dimensions of the 3 ( 5) cup. I have encountered one drawback (also happens with older containers also), but it is so VERY VERY () inconvenience. I don't get a 100 vacuum EVERY time. This is due to assembly of button, previous uses, washing/drying not completely drying, etc.) causing the button not to close 100 of vacuuming process. So after every vacuuming I listen for a (slight) hissing of air. So nice to have bubble to check vacuuming. I'm VERY HAPPY SATISFIED with the 3 cup (and other size cons.). VERY HIGHLY RECOMMENDED WELL WORTH the .."
5,"I needed these size containers to keep various items from spoiling, as a single person it is now possible to store my cantaloupe, fish and vegetables until I want to cook them in smaller portions. I have not had to throw anything out and prolong the time to cook them. I love these."
5,I love the foodsaver items. I've saved so much not having to throw away spoiled or ruined food.
5,I bought the standing food saver vacuum unit which came with these food saver containers. I like them so well for how easy they are to use and how fresh they keep food that I ordered more of the same.
5,"The first thing I noticed about the containers is how strong they were made. Very heavy weight. When I used the containers the machine took all the air out, I had strawberries keep for a week. Just like the bags but, reusable over and over."
5,works great. just right size for salad items. Keeps food fresh
5,"I've said this before, but it seems to bear repeating. Namely, that I suspect that many of those complaining about these containers losing their vacuum after a few hours -- particularly the 'baby' of the family, this 3 cup one -- must either have a defective unit and should return it, or are stopping the vacuum as soon as the dimple collapses, because ours generally remain sealed..... well...... indefinitely, it seems. Particularly in the freezer. The trick being -- with a hand-held vac, at least -- to keep on vacuuming as the pitch of the motor drops, and to only stop when the pitch starts to rise again, signalling that no more air can be be removed. My only complaint, in fact, being with their 'Freshbucks' program, which tantalizingly offers this 3-cupper for 10,000 points on their site, but have it permanently marked as 'sold out', which rather defeats the purpose of a 'special offer' or 'reward', no!"
5,I just love these containers from food saver. They hold my snacks and keep them fresh till they last. I use the big container to store cilantro in my fridge. I used the mid size for my frozen snack. I just love it he easy use of it. So easy to open the containers and take what I need and vacuum them back again. Thanks food saver. Will definitely buy more when a good deal comes across.
5,I have always had to throw away more half used cucumbers because they go bad so fast once cut. Now with the FoodSaver container I can cut it into useable slices and they keep until I use them all. At least 2 weeks. This review was collected as part of a promotion.
5,"I recently purchased the 8 cup FoodSaver Fresh Container. My family loves boiled peanuts but they do not stay fresh in the refrigerator long enough for us. I tried putting them in the 8 cup container and sealed it, when we opened it a week or so later the peanuts were just as fresh as day one. Love this new container."
5,"The best buy since we got our 3rd FoodSaver. Have stored celery, carrots, bell peppers and more. Stays fresh for weeks instead of days. Cut up several bunches of lettuce for salad and put in one of the new containers. STILL nice and crisp. Celery hearts the same. One bit of advise. When I store veggies I make sure they are DRY before storing them. Any water will cause them to go soggy after a few days. Carrots are washed and dried and not peeled bell peppers are sliced up and patted dry. Cucumbers are washed to remove any wax, sliced, skin on and the are good for a long time. These containers are perfect. Hats off to FoodSaver, they have come a LONG way in the 25 years we have used their products!!!!!"
5,"I use my Food Saver daily for both vacuum bagging food and containers for keeping food fresh. I've tried all the sizes and shapes of containers. The square ones are the best. They stack, they fit more neatly on a shelf. We use them to keep everything from potato buds to cookies and chips fresh. They will keep a bag of chips fresh for weeks when a leaky bag lets them go stale before we can eat them all. Cookies for months. and so on. We can have a variety of chips and cookies open/available at once and without pigging out or getting bored they last when stored in these units."
5,"Love these containers. Got so tired of tossing out food I could not eat fast enough, now, that problem has gone away. Only problem for me is that it is somewhat difficult to lift the lid off after releasing the suction."
5,Love them - they are so much nicer than all previous models and seem to hold the air out better than the others. Greater benefit is that they are stackable. Absolutely would be lost without my FoodSaver containers.
5,"This holds a whole bunch of celery and keeps it super fresh, plus it fits well in the frig."
5,"Bought this when it was Buy one/Get one Free. My husband had been wanting the Marinator. I was able to purchase the 3 piece set and get the Marinator for free. My husband was very excited. So far, we have only used the tall square container, and it worked very well for leftover pasta salad."
5,The clear plastic see through containers are great for allowing you to know exactly what is each container without removing the lid. Keeps food fresh a long time which saves me money a feature I really love.
5,I bought several sizes and they are great. I had veggies that stayed fresh for 3 weeks. I couldn't believe it.. best storage containers I have ever had and they are beautifully designed also .. love it and all Food Saver products
5,"I've used for romaine, spring greens, even melon balls with the tray insert and kept for two weeks. Probably could go longer but we ate them, lol!"
5,"Purchased this 2 piece set a few weeks ago. Works great, keeps food fresh as advertised"
5,"I bought these a few months ago. Two days later I bought another set. I have 8 total. One of the kids stopped vacuuming. From this sight I learned you should clean the valves. That solved it! Works great again! My only complaint is that since the fruit is all washed and cut up, it is easy accessible to my family and they eat it way too quickly!! Haha!"
5,These are so much better than the old ones. Keeps greens fresh much longer than the old ones. Also kept the watermelon and fresh strawberries tasting like I had just prepared them. Nice see through containers and the seal holds real well.
5,"We just got these and really like them as the last time I went to use some of the MAJOR brand stuff I couldn't find a lid that fit, and filled the trash can with all of them.. Just needed to have some of these. they are also best thing is that we vac. them down and stuff inside stays fresh longer in fridge."
5,Purchased my items and received them in record time. Great on service/products.
